Years,State,CO2_Emissions_commercial,CO2_Emissions_electricity,CO2_Emissions_industrial,CO2_Emissions_residential,CO2_Emissions_transportation,Year_x,Real GDP,Unit,State_Code_x,Year_y,Personal Income (millions),Population,Per capita income (dollars),State_Code_y,State_Code,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,ROPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WYTCB
2011,New Jersey,11.7,15.6,8.6,13.9,64.3,2011,510928.5,Millions of chained 2012 dollars,NJ,2011,474015.5,8827783.0,53696.0,NJ,NJ,0.0,0.0,0.0,0.0,0.0,0.0,435.0,237.0,0.0,0.0,0.0,351658.0,0.0,0.0,38875.0,38875.0,7854.0,390533.0,2425249.0,0.0,15729.0,15729.0,14517.0,102.0
2012,New Jersey,10.4,14.8,9.1,12.5,56.7,2012,519745.8,Millions of chained 2012 dollars,NJ,2012,491662.0,8845483.0,55583.0,NJ,NJ,0.0,0.0,0.0,0.0,0.0,0.0,466.0,102.0,0.0,0.0,0.0,346962.0,0.0,0.0,43627.0,43627.0,14103.0,390589.0,2249421.0,0.0,13672.0,13672.0,15174.0,110.0
2013,New Jersey,10.5,14.4,9.4,14.7,58.3,2013,523334.2,Millions of chained 2012 dollars,NJ,2013,496465.0,8858362.0,56045.0,NJ,NJ,0.0,0.0,0.0,0.0,0.0,0.0,466.0,174.0,0.0,0.0,0.0,348784.0,0.0,0.0,49545.0,49545.0,16749.0,398329.0,2317278.0,0.0,16783.0,16783.0,15270.0,104.0
2014,New Jersey,12.3,16.7,9.2,16.1,58.9,2014,525728.5,Millions of chained 2012 dollars,NJ,2014,520079.4,8866780.0,58655.0,NJ,NJ,0.0,0.0,0.0,0.0,0.0,0.0,466.0,164.0,0.0,0.0,0.0,329533.0,0.0,0.0,54088.0,54088.0,19679.0,383621.0,2351524.0,0.0,16923.0,16923.0,16639.0,217.0
2015,New Jersey,10.7,17.9,9.1,15.5,58.3,2015,535299.2,Millions of chained 2012 dollars,NJ,2015,542097.3,8870869.0,61110.0,NJ,NJ,0.0,0.0,0.0,0.0,0.0,0.0,466.0,89.0,0.0,0.0,0.0,347851.0,0.0,0.0,44010.0,44010.0,20963.0,391862.0,2295147.0,0.0,6465.0,6465.0,15827.0,201.0
2016,New Jersey,10.0,19.7,9.6,13.6,58.0,2016,539942.8,Millions of chained 2012 dollars,NJ,2016,556439.9,8874516.0,62701.0,NJ,NJ,0.0,0.0,0.0,0.0,0.0,0.0,466.0,88.0,0.0,0.0,0.0,312569.0,0.0,0.0,45313.0,45313.0,22255.0,357882.0,2211499.0,0.0,6013.0,6013.0,16299.0,192.0
2000,New Mexico,1.6,31.2,7.7,2.3,15.2,2000,71956.4,Millions of chained 2012 dollars,NM,2000,42319.5,1821204.0,23237.0,NM,NM,513357.0,18.788,27323.0,5.8,1398.0,232.0,688.0,2256.0,1806516.0,1.0659999999999998,1695295.0,0.0,389748.0,67198.0,9203.0,7804.0,430.0,2718824.0,660091.0,0.0,4342.0,4342.0,89.0,0.0
2001,New Mexico,1.8,30.5,7.8,2.6,15.6,2001,72052.6,Millions of chained 2012 dollars,NM,2001,45312.3,1831690.0,24738.0,NM,NM,554846.0,18.733,29618.0,5.8,1504.0,249.0,738.0,2452.0,1813050.0,1.073,1689125.0,0.0,394406.0,68001.0,8027.0,6523.0,371.0,2770329.0,658817.0,0.0,2699.0,2699.0,263.0,0.0
2002,New Mexico,1.7,28.7,7.1,2.4,15.3,2002,74274.7,Millions of chained 2012 dollars,NM,2002,47090.0,1855309.0,25381.0,NM,NM,543314.0,18.789,28916.0,5.8,2010.0,334.0,748.0,2692.0,1763599.0,1.081,1632080.0,0.0,391860.0,67562.0,8690.0,6680.0,327.0,2707462.0,656346.0,0.0,2628.0,2628.0,286.0,0.0
2003,New Mexico,1.8,30.7,7.6,2.2,15.0,2003,77132.1,Millions of chained 2012 dollars,NM,2003,49197.2,1877574.0,26203.0,NM,NM,490629.0,18.592,26389.0,5.8,2313.0,387.0,563.0,1728.0,1799677.0,1.122,1604015.0,0.0,386216.0,66589.0,9554.0,7241.0,286.0,2686076.0,657701.0,0.0,2755.0,2755.0,59.0,1850.0
2004,New Mexico,1.7,30.7,8.1,2.3,15.6,2004,82842.9,Millions of chained 2012 dollars,NM,2004,52264.4,1903808.0,27453.0,NM,NM,510869.0,18.747,27250.0,5.8,2061.0,347.0,618.0,1392.0,1828178.0,1.12,1632539.0,0.0,374199.0,64517.0,12326.0,10265.0,239.0,2725571.0,681483.0,0.0,2815.0,2815.0,59.0,5143.0
2005,New Mexico,1.7,32.1,7.8,2.3,15.2,2005,83825.0,Millions of chained 2012 dollars,NM,2005,55838.3,1932274.0,28898.0,NM,NM,536980.0,18.829,28519.0,5.8,2790.0,472.0,690.0,1650.0,1828036.0,1.111,1645166.0,0.0,353585.0,60963.0,24068.0,21278.0,177.0,2742669.0,680147.0,0.0,10709.0,10709.0,106.0,7946.0
2006,New Mexico,1.5,32.7,7.4,2.1,15.9,2006,85890.7,Millions of chained 2012 dollars,NM,2006,59946.3,1962137.0,30552.0,NM,NM,485090.0,18.72,25913.0,5.8,3950.0,672.0,697.0,1966.0,1780567.0,1.1059999999999999,1609223.0,0.0,344822.0,59452.0,29371.0,25421.0,174.0,2639850.0,686974.0,0.0,9688.0,9688.0,442.0,12453.0
2007,New Mexico,1.5,31.1,8.6,2.2,15.3,2007,86511.1,Millions of chained 2012 dollars,NM,2007,63418.4,1990070.0,31867.0,NM,NM,455522.0,18.63,24451.0,5.8,4197.0,719.0,732.0,2649.0,1690846.0,1.114,1517922.0,0.0,343238.0,59179.0,32736.0,28539.0,165.0,2522342.0,715359.0,0.0,10625.0,10625.0,597.0,13771.0
2008,New Mexico,1.7,30.5,7.7,2.3,14.0,2008,85976.8,Millions of chained 2012 dollars,NM,2008,67242.1,2010662.0,33443.0,NM,NM,475817.0,18.554000000000002,25645.0,5.8,3062.0,528.0,348.0,3077.0,1608955.0,1.113,1446204.0,0.0,348899.0,60155.0,35347.0,32284.0,185.0,2469018.0,677369.0,0.0,11740.0,11740.0,746.0,16188.0
2009,New Mexico,1.6,32.6,7.0,2.2,13.7,2009,87667.4,Millions of chained 2012 dollars,NM,2009,66661.8,2036802.0,32729.0,NM,NM,466100.0,18.552,25124.0,5.8,3776.0,654.0,317.0,2645.0,1549619.0,1.12,1383004.0,0.0,354832.0,61178.0,30999.0,27223.0,208.0,2401551.0,644506.0,0.0,8197.0,8197.0,761.0,15096.0
2010,New Mexico,1.6,29.0,7.0,2.3,13.2,2010,87004.1,Millions of chained 2012 dollars,NM,2010,69250.2,2064588.0,33542.0,NM,NM,381448.0,18.172,20991.0,5.8,4314.0,749.0,324.0,2117.0,1453109.0,1.125,1292185.0,0.0,380300.0,65569.0,34549.0,30235.0,383.0,2249407.0,652066.0,0.0,8907.0,8907.0,630.0,17875.0
2011,New Mexico,1.5,30.8,7.2,2.2,13.6,2011,87166.3,Millions of chained 2012 dollars,NM,2011,72820.3,2080395.0,35003.0,NM,NM,405952.0,18.518,21922.0,5.8,4213.0,734.0,442.0,1892.0,1397252.0,1.129,1237303.0,0.0,414735.0,71506.0,37067.0,32854.0,1712.0,2255005.0,670413.0,0.0,8146.0,8146.0,213.0,20447.0
2012,New Mexico,1.5,28.9,7.3,2.1,13.6,2012,87601.6,Millions of chained 2012 dollars,NM,2012,74578.4,2087549.0,35725.0,NM,NM,409050.0,18.219,22452.0,5.8,3313.0,579.0,368.0,2120.0,1367017.0,1.124,1215773.0,0.0,496202.0,85552.0,38061.0,34748.0,3869.0,2310329.0,667297.0,0.0,6850.0,6850.0,360.0,21181.0
2013,New Mexico,1.7,28.2,7.1,2.3,13.7,2013,86506.0,Millions of chained 2012 dollars,NM,2013,73412.3,2092792.0,35079.0,NM,NM,400228.0,18.218,21969.0,5.8,3469.0,608.0,368.0,876.0,1331404.0,1.136,1171640.0,0.0,596176.0,102789.0,39658.0,36188.0,4715.0,2367466.0,670662.0,0.0,8810.0,8810.0,492.0,20927.0
2014,New Mexico,1.6,24.5,7.5,2.1,14.3,2014,89275.2,Millions of chained 2012 dollars,NM,2014,77722.3,2090342.0,37182.0,NM,NM,400158.0,18.219,21963.0,5.8,3247.0,571.0,451.0,936.0,1397847.0,1.137,1229520.0,0.0,725122.0,125021.0,41845.0,38598.0,6234.0,2564972.0,680421.0,0.0,8944.0,8944.0,401.0,21633.0
2015,New Mexico,1.7,24.6,7.3,2.1,14.4,2015,91200.8,Millions of chained 2012 dollars,NM,2015,79973.4,2090211.0,38261.0,NM,NM,357525.0,18.168,19679.0,5.7170000000000005,0.0,0.0,458.0,927.0,1436329.0,1.1540000000000001,1245145.0,0.0,844189.0,147663.0,38810.0,38810.0,7257.0,2676854.0,680091.0,0.0,10131.0,10131.0,561.0,19477.0
2016,New Mexico,1.7,23.0,7.4,2.1,14.2,2016,91268.3,Millions of chained 2012 dollars,NM,2016,81252.4,2092789.0,38825.0,NM,NM,246549.0,18.48,13341.0,5.722,0.0,0.0,499.0,1366.0,1422597.0,1.157,1229647.0,0.0,837638.0,146389.0,54886.0,54886.0,8590.0,2561670.0,672340.0,0.0,10738.0,10738.0,407.0,33285.0
2000,New York,32.2,56.7,16.5,39.2,67.0,2000,1088004.8,Millions of chained 2012 dollars,NY,2000,684590.1,19001780.0,36028.0,NY,NY,0.0,0.0,0.0,5.8,0.0,0.0,310.0,254103.0,18254.0,1.028,17757.0,328597.0,1218.0,210.0,429207.0,429207.0,553.0,777275.0,4109201.0,0.0,132794.0,132794.0,41342.0,106.0
2001,New York,30.7,55.8,14.2,38.2,66.8,2001,1112238.7,Millions of chained 2012 dollars,NY,2001,709767.3,19082838.0,37194.0,NY,NY,0.0,0.0,0.0,5.8,0.0,0.0,328.0,238527.0,28593.0,1.0290000000000001,27787.0,421845.0,963.0,166.0,350749.0,350749.0,555.0,802149.0,3992657.0,0.0,86933.0,86933.0,24193.0,212.0
2002,New York,31.3,51.5,12.9,36.0,68.5,2002,1102140.1,Millions of chained 2012 dollars,NY,2002,708251.7,19137800.0,37008.0,NY,NY,0.0,0.0,0.0,5.8,0.0,0.0,358.0,254812.0,37663.0,1.023,36816.0,413686.0,951.0,164.0,363961.0,363961.0,570.0,816260.0,4001875.0,0.0,82947.0,82947.0,24443.0,830.0
2003,New York,33.2,52.9,12.5,39.1,73.2,2003,1104937.1,Millions of chained 2012 dollars,NY,2003,718318.7,19175939.0,37459.0,NY,NY,0.0,0.0,0.0,5.8,0.0,0.0,481.0,245720.0,37113.0,1.0270000000000001,36137.0,423959.0,829.0,143.0,357373.0,357373.0,585.0,819274.0,4135987.0,0.0,86313.0,86313.0,23856.0,417.0
2004,New York,34.9,53.3,11.9,38.1,74.9,2004,1132504.2,Millions of chained 2012 dollars,NY,2004,751244.8,19171567.0,39185.0,NY,NY,0.0,0.0,0.0,5.8,0.0,0.0,538.0,240280.0,47247.0,1.026,46050.0,423797.0,986.0,170.0,358879.0,358879.0,680.0,830909.0,4235201.0,0.0,91601.0,91601.0,24613.0,1166.0
2005,New York,28.7,56.0,12.4,39.1,73.3,2005,1171051.0,Millions of chained 2012 dollars,NY,2005,782613.0,19132610.0,40905.0,NY,NY,0.0,0.0,0.0,5.8,0.0,0.0,627.0,257799.0,56559.0,1.025,55180.0,442937.0,1172.0,202.0,365542.0,365542.0,849.0,866209.0,4127829.0,0.0,79535.0,79535.0,25701.0,1030.0
2006,New York,25.5,47.0,11.7,32.5,74.3,2006,1199903.8,Millions of chained 2012 dollars,NY,2006,844018.8,19104631.0,44179.0,NY,NY,0.0,0.0,0.0,5.8,0.0,0.0,678.0,271232.0,57156.0,1.021,55980.0,440606.0,1810.0,312.0,378627.0,378627.0,1025.0,878199.0,3829396.0,0.0,72253.0,72253.0,26940.0,6501.0
2007,New York,26.8,49.6,11.3,36.2,73.7,2007,1202725.8,Millions of chained 2012 dollars,NY,2007,909175.2,19132335.0,47520.0,NY,NY,0.0,0.0,0.0,5.8,583.0,100.0,739.0,249596.0,56206.0,1.023,54942.0,445288.0,2198.0,379.0,363738.0,363155.0,1160.0,867430.0,3955435.0,0.0,76204.0,76204.0,27217.0,8238.0
2008,New York,25.9,43.1,10.6,34.9,73.2,2008,1175470.9,Millions of chained 2012 dollars,NY,2008,928501.9,19212436.0,48328.0,NY,NY,0.0,0.0,0.0,5.8,11978.0,2064.0,812.0,263330.0,51377.0,1.021,50320.0,451622.0,2245.0,387.0,399128.0,387151.0,1348.0,904372.0,3873097.0,0.0,81063.0,81063.0,28274.0,12324.0
2009,New York,25.2,34.5,8.7,32.5,71.1,2009,1223229.4,Millions of chained 2012 dollars,NY,2009,912779.0,19307066.0,47277.0,NY,NY,0.0,0.0,0.0,5.8,6865.0,1189.0,950.0,269523.0,45791.0,1.021,44849.0,454806.0,1931.0,333.0,369894.0,363028.0,1475.0,872421.0,3698530.0,0.0,37669.0,37669.0,31292.0,22119.0
2010,New York,24.3,38.1,9.2,31.3,70.9,2010,1269486.5,Millions of chained 2012 dollars,NY,2010,950069.1,19400080.0,48972.0,NY,NY,0.0,0.0,0.0,5.8,15387.0,2672.0,1070.0,248502.0,36601.0,1.022,35813.0,437620.0,2210.0,381.0,366880.0,351493.0,1735.0,843311.0,3728584.0,0.0,43998.0,43998.0,30861.0,25328.0
2011,New York,24.3,33.8,9.4,30.8,65.7,2011,1269244.9,Millions of chained 2012 dollars,NY,2011,1004130.3,19498514.0,51498.0,NY,NY,0.0,0.0,0.0,5.8,23031.0,4011.0,1283.0,272019.0,31902.0,1.025,31124.0,446761.0,2175.0,375.0,404215.0,381184.0,2134.0,885052.0,3615316.0,0.0,44790.0,44790.0,33481.0,27478.0
2012,New York,21.0,32.2,9.0,30.0,68.1,2012,1322447.9,Millions of chained 2012 dollars,NY,2012,1056671.2,19574549.0,53982.0,NY,NY,0.0,0.0,0.0,5.8,21732.0,3798.0,1185.0,234593.0,27243.0,1.031,26424.0,427277.0,2100.0,362.0,364204.0,342472.0,3231.0,820823.0,3504433.0,0.0,41703.0,41703.0,33293.0,28468.0
2013,New York,22.4,30.0,9.2,31.9,68.5,2013,1319298.5,Millions of chained 2012 dollars,NY,2013,1069556.5,19628043.0,54491.0,NY,NY,0.0,0.0,0.0,5.8,22760.0,3991.0,1185.0,238270.0,24232.0,1.033,23458.0,467651.0,2123.0,366.0,382017.0,359258.0,3860.0,876024.0,3626917.0,0.0,49457.0,49457.0,32716.0,33770.0
2014,New York,22.0,30.5,9.0,35.2,72.9,2014,1349268.1,Millions of chained 2012 dollars,NY,2014,1115352.2,19656330.0,56743.0,NY,NY,0.0,0.0,0.0,5.8,23235.0,4086.0,1185.0,248086.0,20847.0,1.032,20201.0,450141.0,2065.0,356.0,401200.0,377965.0,5296.0,874253.0,3752515.0,0.0,51834.0,51834.0,33825.0,37740.0
2015,New York,22.9,29.2,9.2,35.3,71.3,2015,1372162.8,Millions of chained 2012 dollars,NY,2015,1162801.4,19661411.0,59141.0,NY,NY,0.0,0.0,0.0,5.7170000000000005,23020.0,4062.0,1185.0,242429.0,17879.0,1.032,17325.0,466457.0,1635.0,286.0,412364.0,389344.0,7726.0,898335.0,3750534.0,0.0,67532.0,67532.0,33410.0,37061.0
2016,New York,21.6,27.7,8.3,30.6,75.4,2016,1389680.6,Millions of chained 2012 dollars,NY,2016,1202568.5,19641589.0,61226.0,NY,NY,0.0,0.0,0.0,5.722,23209.0,4110.0,1185.0,248232.0,13942.0,1.031,13523.0,434791.0,1287.0,225.0,414741.0,391532.0,10670.0,864762.0,3685544.0,0.0,61334.0,61334.0,33736.0,36376.0
2000,North Carolina,4.6,70.7,16.7,7.1,49.7,2000,354846.4,Millions of chained 2012 dollars,NC,2000,222564.9,8081614.0,27540.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,200.0,32009.0,0.0,0.0,0.0,408054.0,0.0,0.0,136234.0,136234.0,127.0,544289.0,2587792.0,0.0,99200.0,99200.0,4698.0,0.0
2001,North Carolina,4.5,68.1,15.5,6.8,49.0,2001,361354.5,Millions of chained 2012 dollars,NC,2001,228880.0,8210122.0,27878.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,225.0,26821.0,0.0,0.0,0.0,394485.0,0.0,0.0,127348.0,127348.0,111.0,521833.0,2534318.0,0.0,95583.0,95583.0,4608.0,0.0
2002,North Carolina,4.0,70.6,14.8,6.3,49.6,2002,366035.1,Millions of chained 2012 dollars,NC,2002,232267.3,8326201.0,27896.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,245.0,35525.0,0.0,0.0,0.0,413784.0,0.0,0.0,125225.0,125225.0,100.0,539009.0,2556856.0,0.0,86290.0,86290.0,3066.0,0.0
2003,North Carolina,4.9,69.8,14.2,7.2,50.4,2003,374503.2,Millions of chained 2012 dollars,NC,2003,241625.8,8422501.0,28688.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,319.0,72910.0,0.0,0.0,0.0,426332.0,0.0,0.0,181552.0,181552.0,85.0,607883.0,2576431.0,0.0,104799.0,104799.0,3439.0,0.0
2004,North Carolina,5.3,70.9,14.5,7.1,51.9,2004,388699.7,Millions of chained 2012 dollars,NC,2004,261640.2,8553152.0,30590.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,346.0,54439.0,0.0,0.0,0.0,418065.0,0.0,0.0,139795.0,139795.0,89.0,557860.0,2650199.0,0.0,81695.0,81695.0,3227.0,0.0
2005,North Carolina,5.0,74.5,14.7,6.6,53.2,2005,407491.4,Millions of chained 2012 dollars,NC,2005,281033.8,8705407.0,32283.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,396.0,53960.0,0.0,0.0,0.0,417249.0,0.0,0.0,145275.0,145275.0,116.0,562525.0,2677722.0,0.0,87729.0,87729.0,3074.0,0.0
2006,North Carolina,4.6,71.9,13.9,5.7,52.6,2006,432588.9,Millions of chained 2012 dollars,NC,2006,306078.0,8917270.0,34324.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,459.0,38079.0,0.0,0.0,0.0,417016.0,0.0,0.0,136626.0,136626.0,160.0,553642.0,2622040.0,0.0,94874.0,94874.0,3054.0,0.0
2007,North Carolina,4.2,77.6,13.0,5.5,54.1,2007,436437.2,Millions of chained 2012 dollars,NC,2007,329509.4,9118037.0,36138.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,556.0,29495.0,0.0,0.0,0.0,420029.0,0.0,0.0,112691.0,112691.0,176.0,532719.0,2686093.0,0.0,79398.0,79398.0,3065.0,0.0
2008,North Carolina,5.0,73.9,12.0,5.9,52.4,2008,446920.3,Millions of chained 2012 dollars,NC,2008,350848.3,9309449.0,37687.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,663.0,29894.0,0.0,0.0,0.0,415742.0,0.0,0.0,142703.0,142703.0,269.0,558445.0,2698637.0,0.0,108663.0,108663.0,3215.0,0.0
2009,North Carolina,5.2,63.8,10.5,5.7,47.8,2009,427107.8,Millions of chained 2012 dollars,NC,2009,338315.7,9449566.0,35802.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,826.0,50471.0,0.0,0.0,0.0,427226.0,0.0,0.0,148501.0,148501.0,343.0,575727.0,2556866.0,0.0,92559.0,92559.0,4301.0,0.0
2010,North Carolina,5.1,72.2,11.5,6.4,47.9,2010,433404.3,Millions of chained 2012 dollars,NC,2010,341627.6,9574293.0,35682.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,931.0,46405.0,0.0,0.0,0.0,425810.0,0.0,0.0,157297.0,157297.0,429.0,583106.0,2695337.0,0.0,103750.0,103750.0,5782.0,0.0
2011,North Carolina,4.3,61.7,11.1,5.1,46.5,2011,439088.5,Millions of chained 2012 dollars,NC,2011,355052.3,9656754.0,36767.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,903.0,37828.0,0.0,0.0,0.0,424073.0,0.0,0.0,155603.0,155603.0,582.0,579675.0,2569742.0,0.0,107282.0,107282.0,9007.0,0.0
2012,North Carolina,4.1,56.8,10.6,4.3,45.5,2012,439571.0,Millions of chained 2012 dollars,NC,2012,379925.3,9749123.0,38970.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,967.0,35475.0,0.0,0.0,0.0,412722.0,0.0,0.0,152791.0,152791.0,1974.0,565513.0,2488292.0,0.0,108043.0,108043.0,6332.0,0.0
2013,North Carolina,4.2,55.5,11.0,5.2,49.2,2013,445361.4,Millions of chained 2012 dollars,NC,2013,376023.9,9843599.0,38200.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,967.0,65838.0,0.0,0.0,0.0,420486.0,0.0,0.0,191664.0,191664.0,4155.0,612150.0,2537747.0,0.0,113038.0,113038.0,7665.0,0.0
2014,North Carolina,4.8,57.0,10.7,5.7,49.2,2014,455046.2,Millions of chained 2012 dollars,NC,2014,397995.9,9933944.0,40064.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,967.0,45230.0,0.0,0.0,0.0,428474.0,0.0,0.0,173371.0,173371.0,7898.0,601845.0,2570546.0,0.0,109807.0,109807.0,9468.0,0.0
2015,North Carolina,5.3,51.7,10.4,5.3,48.3,2015,469478.8,Millions of chained 2012 dollars,NC,2015,419891.5,10033079.0,41851.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,967.0,44191.0,0.0,0.0,0.0,440248.0,0.0,0.0,169752.0,169752.0,13870.0,610000.0,2535020.0,0.0,101592.0,101592.0,9132.0,0.0
2016,North Carolina,5.3,50.8,10.4,5.1,49.0,2016,475339.0,Millions of chained 2012 dollars,NC,2016,433195.6,10156679.0,42651.0,NC,NC,0.0,0.0,0.0,0.0,0.0,0.0,967.0,40779.0,0.0,0.0,0.0,447500.0,0.0,0.0,199156.0,199156.0,33396.0,646656.0,2547815.0,17887.0,114483.0,96596.0,9472.0,58.0
2000,North Dakota,0.9,30.9,12.2,1.2,5.5,2000,24598.2,Millions of chained 2012 dollars,ND,2000,16663.9,642023.0,25955.0,ND,ND,408363.0,13.059000000000001,31270.0,5.8,2841.0,471.0,225.0,21652.0,65332.0,1.246,52426.0,0.0,189770.0,32719.0,27268.0,24427.0,1.0,690734.0,380598.0,0.0,1506.0,1506.0,1043.0,0.0
2001,North Dakota,0.9,30.7,12.8,1.2,6.0,2001,25017.3,Millions of chained 2012 dollars,ND,2001,16963.5,639062.0,26544.0,ND,ND,398430.0,13.074000000000002,30475.0,5.8,3131.0,519.0,250.0,13764.0,68363.0,1.249,54732.0,0.0,183808.0,31691.0,20662.0,17531.0,1.0,671263.0,406225.0,0.0,1565.0,1565.0,1952.0,0.0
2002,North Dakota,0.9,31.0,12.1,1.2,5.9,2002,26370.3,Millions of chained 2012 dollars,ND,2002,17347.8,638168.0,27184.0,ND,ND,401823.0,13.047,30799.0,5.8,4287.0,712.0,272.0,16202.0,69169.0,1.212,57048.0,0.0,178657.0,30803.0,23405.0,19118.0,1.0,673055.0,399980.0,0.0,1472.0,1472.0,1171.0,0.0
2003,North Dakota,0.9,30.6,12.1,1.2,6.0,2003,27993.9,Millions of chained 2012 dollars,ND,2003,18863.8,638817.0,29529.0,ND,ND,402709.0,13.085999999999999,30775.0,5.8,5049.0,844.0,363.0,17455.0,67756.0,1.217,55693.0,0.0,170584.0,29411.0,26158.0,21109.0,1.0,667207.0,399476.0,0.0,1543.0,1543.0,1152.0,596.0
2004,North Dakota,1.0,29.2,11.6,1.2,6.3,2004,28266.6,Millions of chained 2012 dollars,ND,2004,19234.4,644705.0,29834.0,ND,ND,392966.0,13.124,29943.0,5.8,4604.0,774.0,403.0,15483.0,68399.0,1.2429999999999999,55009.0,0.0,180682.0,31152.0,25922.0,21319.0,1.0,667969.0,403042.0,0.0,1577.0,1577.0,1706.0,2149.0
2005,North Dakota,1.0,31.6,12.3,1.2,6.2,2005,29106.8,Millions of chained 2012 dollars,ND,2005,20381.7,646089.0,31546.0,ND,ND,392566.0,13.105,29956.0,5.8,4399.0,744.0,467.0,13417.0,67863.0,1.291,52557.0,0.0,206915.0,35675.0,23400.0,19001.0,2.0,690744.0,408105.0,0.0,582.0,582.0,2330.0,2203.0
2006,North Dakota,0.7,30.0,12.7,1.0,6.2,2006,30261.5,Millions of chained 2012 dollars,ND,2006,21361.4,649422.0,32893.0,ND,ND,397481.0,13.07,30411.0,5.8,4411.0,751.0,519.0,15087.0,71364.0,1.291,55273.0,0.0,229628.0,39591.0,26086.0,21676.0,3.0,724558.0,414433.0,0.0,459.0,459.0,1943.0,3665.0
2007,North Dakota,1.0,30.7,12.6,1.1,7.0,2007,31667.5,Millions of chained 2012 dollars,ND,2007,23686.5,652822.0,36283.0,ND,ND,385056.0,13.005999999999998,29606.0,5.8,19010.0,3255.0,588.0,12903.0,76920.0,1.2770000000000001,60255.0,0.0,259770.0,44788.0,40688.0,21677.0,3.0,762433.0,437194.0,0.0,500.0,500.0,1548.0,6136.0
2008,North Dakota,0.9,31.3,13.0,1.2,6.3,2008,34154.6,Millions of chained 2012 dollars,ND,2008,26555.2,657569.0,40384.0,ND,ND,387403.0,13.075999999999999,29627.0,5.8,21278.0,3666.0,668.0,12345.0,68855.0,1.3130000000000002,52444.0,0.0,361468.0,62322.0,52893.0,31615.0,3.0,870619.0,443699.0,0.0,542.0,542.0,1370.0,16687.0
2009,North Dakota,0.9,31.0,12.4,1.1,5.9,2009,35043.2,Millions of chained 2012 dollars,ND,2009,26361.3,664968.0,39643.0,ND,ND,391800.0,13.084000000000001,29945.0,5.8,35769.0,6197.0,804.0,14398.0,80485.0,1.3559999999999999,59369.0,0.0,460044.0,79318.0,82230.0,46461.0,4.0,1014560.0,435006.0,0.0,599.0,599.0,1400.0,29256.0
2010,North Dakota,0.9,29.5,13.9,1.0,6.7,2010,37696.5,Millions of chained 2012 dollars,ND,2010,29344.6,674710.0,43492.0,ND,ND,377669.0,13.046,28949.0,5.8,49985.0,8679.0,906.0,19923.0,107687.0,1.3159999999999998,81837.0,0.0,652639.0,112524.0,112921.0,62936.0,4.0,1250915.0,476718.0,0.0,683.0,683.0,1463.0,39957.0
2011,North Dakota,1.3,28.4,15.0,1.0,7.9,2011,41942.3,Millions of chained 2012 dollars,ND,2011,32882.2,685136.0,47994.0,ND,ND,367624.0,13.022,28231.0,5.8,53083.0,9245.0,1001.0,25068.0,130722.0,1.3459999999999999,97102.0,0.0,883845.0,152387.0,132923.0,79840.0,4.0,1515114.0,529637.0,0.0,767.0,767.0,2132.0,50869.0
2012,North Dakota,1.1,29.4,15.6,0.9,9.0,2012,51345.1,Millions of chained 2012 dollars,ND,2012,38859.8,701116.0,55426.0,ND,ND,366826.0,13.325,27529.0,5.8,49559.0,8661.0,978.0,23573.0,231489.0,1.344,172242.0,0.0,1405485.0,242325.0,126746.0,77188.0,6.0,2130546.0,553657.0,0.0,681.0,681.0,1758.0,50192.0
2013,North Dakota,1.5,28.7,16.0,1.1,9.4,2013,52530.8,Millions of chained 2012 dollars,ND,2013,38860.6,721999.0,53824.0,ND,ND,369479.0,13.368,27639.0,5.8,49961.0,8760.0,978.0,17674.0,318391.0,1.351,235711.0,0.0,1811305.0,312294.0,124088.0,74127.0,7.0,2623263.0,594918.0,0.0,811.0,811.0,2001.0,52656.0
2014,North Dakota,1.5,28.9,17.1,1.1,10.0,2014,56522.9,Millions of chained 2012 dollars,ND,2014,41526.2,737382.0,56316.0,ND,ND,389673.0,13.365,29157.0,5.8,51264.0,9014.0,978.0,24073.0,437170.0,1.339,326491.0,0.0,2288697.0,394603.0,138189.0,86926.0,7.0,3253730.0,644845.0,0.0,863.0,863.0,2019.0,58985.0
